Case Type,Status,Request Received (Year),Request Received (Month),Request Closed (Year),Request Closed (Month),Case Active Days at Closure,Case Active Days (grouped),Closed on Time?,Reason (grouped),Number of Records
FOIA Case,Closed,2020,June,2020,August,32,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,April,2020,May,12,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,March,2020,April,21,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,September,2020,October,24,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,August,2020,September,26,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,January,2021,February,30,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,October,2020,November,33,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,December,2022,February,55,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,October,2020,January,76,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,August,2021,September,7,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,July,2021,August,15,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,October,2020,November,9,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,March,2021,April,9,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2022,February,2022,March,16,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2022,October,2022,November,24,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,March,2022,June,70,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,January,2020,April,55,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,February,2022,April,34,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,November,2020,November,3,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,December,2021,January,25,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,January,2021,March,31,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,September,2021,November,32,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,March,2022,May,39,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,January,2022,April,56,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,January,2022,April,61,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,January,2022,April,63,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,October,2022,January,66,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,May,2020,September,89,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,July,2022,August,16,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2022,July,2022,August,18,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2022,May,2022,June,19,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,August,2020,September,27,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,October,2020,January,71,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,November,2020,November,9,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,April,2021,May,18,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,April,2021,June,48,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,December,2022,March,56,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,January,2022,May,82,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,April,2021,May,9,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,November,2021,December,13,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,November,2021,December,29,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,October,2022,November,29,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,November,2021,February,32,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,January,2022,April,65,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,January,2022,April,76,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,March,2022,March,5,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,June,2021,July,7,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,March,2021,May,33,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,October,2021,December,57,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,January,2022,April,60,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,December,2022,April,84,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,May,2022,July,51,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,February,2020,February,13,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2023 to June,May,2023 to June,May,16,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,August,2020,September,16,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2019,December,2020,January,22,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,November,2020,January,27,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,July,2020,August,32,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,January,2020,March,38,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,June,2021,September,47,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,August,2022,October,51,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,December,2023 to June,March,60,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,August,2023 to June,February,138,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,September,2020,September,5,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2023 to June,February,2023 to June,February,10,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2023 to June,March,2023 to June,March,11,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2022,December,2023 to June,February,36,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2023 to June,January,2023 to June,March,39,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2023 to June,January,2023 to June,April,57,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,November,2023 to June,April,90,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2023 to June,January,2023 to June,March,43,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,November,2019,December,7,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,June,2020,July,21,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,October,2020,November,23,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,January,2021,March,25,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,January,2020,February,27,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,October,2020,November,12,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2019,August,2019,August,2,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2019,October,2019,October,6,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,August,2020,August,7,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,September,2020,September,12,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,August,2020,August,12,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,June,2021,June,12,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,April,2021,April,15,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,February,2020,March,27,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,August,2019,September,33,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,December,2020,February,48,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,May,2022,August,65,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,September,2021,February,96,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,August,2020,August,9,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,March,2021,March,11,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2019,November,2019,December,16,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,September,2021,October,38,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,May,2022,July,32,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,August,2020,August,5,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,December,2022,January,11,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,July,2020,August,13,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,December,2022,January,13,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,June,2020,June,15,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,September,2021,October,16,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,June,2020,June,16,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,March,2021,June,66,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,August,2023 to June,January,106,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,March,2020,April,36,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,October,2022,December,34,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,September,2022,November,43,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,August,2022,December,78,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,September,2020,October,22,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,August,2022,September,28,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,December,2022,April,93,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,October,2021,April,45,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,June,2020,August,34,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,September,2020,November,47,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,October,2021,December,34,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,April,2021,June,35,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,September,2019,September,9,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,March,2020,May,27,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,August,2019,October,36,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,December,2023 to June,February,33,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,August,2019,October,57,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,March,2021,May,44,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,March,2021,April,14,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,July,2021,July,17,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,August,2021,October,48,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,December,2022,January,21,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,October,2021,November,33,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2023 to June,June,2023 to June,June,4,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2022,March,2022,April,14,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,March,2021,May,28,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,September,2020,November,44,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,October,2020,November,13,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2019,August,2019,September,32,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,October,2020,October,7,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,November,2023 to June,March,23,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,February,2021,March,25,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,June,2020,August,26,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,June,2020,August,40,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,October,2021,December,32,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,September,2021,October,31,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,April,2022,June,24,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,November,2021,December,15,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,July,2020,August,6,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2023 to June,March,2023 to June,April,10,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2023 to June,March,2023 to June,March,6,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,March,2020,May,32,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,April,2022,July,72,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,June,2021,September,54,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,October,2020,November,14,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,March,2021,March,20,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2022,February,2022,March,28,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,July,2021,September,50,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,May,2021,June,33,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,July,2022,May,14,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2023 to June,January,2023 to June,February,27,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2023 to June,January,2023 to June,May,35,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,December,2021,February,50,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,December,2022,May,115,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,March,2022,May,42,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,March,2022,May,37,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,June,2020,July,8,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,January,2021,March,36,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,April,2020,June,36,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,August,2020,September,11,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,July,2021,September,45,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,September,2022,January,86,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,May,2022,July,41,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,April,2022,May,30,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,November,2021,December,22,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,November,2020,December,31,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,August,2020,October,34,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,March,2021,March,18,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2022,January,2022,February,24,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2023 to June,February,2023 to June,March,26,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,November,2019,December,28,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,October,2020,January,72,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,May,2022,June,24,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,February,2022,March,22,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,February,2021,March,26,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,January,2020,February,33,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,January,2020,January,4,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2020,June,2020,July,10,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2021,May,2022,February,30,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,July,2021,October,51,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,January,2022,March,48,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,January,2022,April,71,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2022,April,2022,August,81,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2023 to June,April,2023 to June,May,17,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2019,October,2019,October,12,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2019,October,2019,November,22,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,November,2019,December,11,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2019,November,2019,December,25,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,May,2021,June,37,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,December,2021,January,40,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,August,2019,October,47,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,September,2021,October,26,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2021,April,2021,June,36,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2020,December,2021,February,40,Up to 40 days used,late,Full Disclosure,1
